@relation pan_features_trainset_dec31_withoutid

@attribute TSDiff numeric
@attribute dsr numeric
@attribute ddsr numeric
@attribute rep numeric
@attribute insertedTokens numeric
@attribute deletedTokens numeric
@attribute deleterTokens numeric
@attribute insPageCount numeric
@attribute delPageCount numeric
@attribute insRevisionCount numeric
@attribute delRevisionCount numeric
@attribute userType {0,1,2,3,4,5}
@attribute userPageStatus {-1,1,0}
@attribute comment_feature1 {0,1}
@attribute comment_feature2 {0,1}
@attribute comment_feature3 {0,1}
@attribute comment_feature4 {0,1}
@attribute comment_feature5 {0,1}
@attribute RevOrdinal numeric
@attribute CommentLength numeric
@attribute InsertSize numeric
@attribute DeleteSize numeric
@attribute SizeRatio numeric
@attribute KLDNew2OLD numeric
@attribute HasBecomeBlank {0,1}
@attribute HasInsInternalLink {0,1}
@attribute HasInsExternalLink {0,1}
@attribute Reverted {0,1}
@attribute KLDINSOld numeric
@attribute LongestInsertedWord numeric
@attribute LongestInsertedCharacterSequence numeric
@attribute InsCompressibiity numeric
@attribute InsUpperToLowerRatio numeric
@attribute InsUpperToAllRatio numeric
@attribute InsDigitRatio numeric
@attribute InsNonAlphabeticRatio numeric
@attribute InsCharacterDiversity numeric
@attribute InsAvgTermFrequency numeric
@attribute InsVulgarRatio numeric
@attribute InsBiasRatio numeric
@attribute InsSexRatio numeric
@attribute InsBadRatio numeric
@attribute InsPronounRatio numeric
@attribute InsGoodRatio numeric
@attribute InsAllSpecialRatio numeric
@attribute KLDDELOLD numeric
@attribute DelVulgarRatio numeric
@attribute DelBiasRatio numeric
@attribute DelSexRatio numeric
@attribute DelBadRatio numeric
@attribute DelPronounRatio numeric
@attribute DelGoodRatio numeric
@attribute DelAllSpecialRatio numeric
@attribute LongestCommentCharacterSequence numeric
@attribute CommentUpperToLowerRatio numeric
@attribute CommentUpperToAllRatio numeric
@attribute CommentDigitRatio numeric
@attribute CommentNonAlphabeticRatio numeric
@attribute CommentCharacterDiversity numeric
@attribute CommentVulgarRatio numeric
@attribute CommentBiasRatio numeric
@attribute CommentSexRatio numeric
@attribute CommentBadRatio numeric
@attribute CommentPronounRatio numeric
@attribute CommentGoodRatio numeric
@attribute CommentAllSpecialRatio numeric
@attribute label {0,1}

@data
1,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1,0,16,0.991518,0.000451,0,1,0,0,2517.314928,0,1,0,1,1,1,0.206792,1,1,0,0,0,0,0,0,0,2458.553086,0,0,0,0,0,0,0,0,0.166667,0.230769,0.076923,0.076923,0.111111,0,0,0,0,0,0,0,0
28806,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,951,8,10,0,1.005516,-0.021552,0,0,0,0,5912.89329,7,2,0.90625,0.157895,0.353846,0.076923,0.122971,0.037037,10.090909,0,0,0,0,0,0,0,5944.997625,0,0,0,0,0,0,0,0,0.02,0.18,0.02,0.02,0.055556,0,0,0,0,0,0,0,0
2,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,23,0,1.069389,-0.184265,0,0,1,0,1092.911245,13,2,0.785276,0.057692,0.243902,0.054878,0.116796,0.028571,23.045455,0,0,0,0,0,0,0,1138.008102,0,0,0,0,0,0,0,0,0.153846,0.214286,0.071429,0.071429,0.076923,0,0,0,0,0,0,0,0
6,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,29,0,50,0.713836,172.77027,0,0,0,0,443.196457,0,1,0,1,1,1,0.108664,1,1,0,0,0,0,0,0,0,271.825805,0,0,0,0,0,0,0,0,0.176923,0.467105,0.131579,0.006579,0.02381,0,0,0,0,0,0,0,0
105719,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,1,1,0.000964,0,0,0,0,1489.959531,4,2,1,0.166667,1,0.833333,0.166667,0.25,1.5,0,0,0,0,0,0,0,1489.959531,0,0,0,0,0,0,0,0,0.125,0.875,0.625,0.125,0.166667,0,0,0,0,0,0,0,0
19,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,3,0,208,0.956402,592.751474,0,0,0,0,13894.66663,0,1,0,1,1,1,0.068147,1,1,0,0,0,0,0,0,0,12768.96862,0,0,0,0,0,0.009569,0.009569,0,0.047619,0.190476,0.047619,0.047619,0.071429,0.166667,0,0,0,0,0,0.166667,0
4,?,?,?,0,0,0,0,0,0,0,0,1,0,1,0,0,0,458,28,0,1,0.999396,7.033507,0,0,0,0,3862.21164,0,1,0,1,1,1,0.083877,1,1,0,0,0,0,0,0,0,3862.21164,0,0,0,0,0,0,0,0,0.0625,0.440789,0.203947,0.006579,0.029412,0,0,0,0,0,0,0,0
100670,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,14,0,3,0.994537,13.567003,0,0,0,0,3003.770966,0,1,0,1,1,1,0.054583,1,1,0,0,0,0,0,0,0,2989.570067,0,0,0,0,0,0,0,0,0.194175,0.352459,0.081967,0.008197,0.026316,0,0,0,0,0,0,0,0
12435,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,17,1,1,1.000912,5.600037,0,0,0,0,832.020374,10,1,1,0.083333,0.166667,0.083333,0.115262,0.090909,1.5,0,0,0,0,0,0,0,832.020374,0,0,0,0,0,0,0,0,0.074766,0.219298,0.008772,0.008772,0.037037,0,0,0,0,0,0,0,0
601,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,3,0,2,0.995176,6.594674,0,0,0,0,2351.652271,0,1,0,1,1,1,0.139972,1,1,0,0,0,0,0,0,0,2344.915386,0,0,0,0,0,0,0,0,0.136364,0.25,0.041667,0.041667,0.066667,0,0,0,0,0,0,0,0
1,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,12,0,4,0.991247,6.312978,0,0,0,0,1704.599531,0,1,0,1,1,1,0.062638,1,1,0,0,0,0,0,0,0,1686.451261,0,0,0,0,0,0,0,0,0.011905,0.154762,0.011905,0.011905,0.043478,0,0,0,0,0,0,0,0
5247,?,?,?,0,0,8,0,1,0,1,0,0,0,0,0,0,0,206,9,0,8,0.997561,16.434007,0,0,0,0,9620.051147,0,1,0,1,1,1,0.060116,1,1,0,0,0,0,0,0,0,9570.958211,0,0,0,0,0,0,0,0,0.111111,0.285714,0.020408,0.020408,0.047619,0,0,0,0,0,0,0,0
2,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,15,15,0.999814,6.647839,0,1,0,0,1616.23379,5,2,0.829787,0.020833,0.625,0.3125,0.197133,0.052632,15.071429,0,0,0,0,0,0,0,1614.939915,0,0,0,0,0,0,0,0,0.09375,0.205882,0.029412,0.029412,0.055556,0,0,0,0,0,0,0,0
0,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,4,3,3,1.00009,7.438175,0,1,0,0,4598.859361,4,2,1,0.076923,1,0.769231,0.136999,0.125,3.25,0,0,0,0,0,0,0,4599.199911,0,0,0,0,0,0,0,0,0.190476,0.333333,0.041667,0.041667,0.083333,0,0,0,0,0,0,0,0
1,?,?,?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,4,0,0,1,0,0,0,0,0,1280.448831,0,1,0,1,1,1,0.038849,1,1,0,0,0,0,0,0,0,1280.448831,0,0,0,0,0,0,0,0,0.173913,0.461538,0.192308,0.038462,0.055556,0,0,0,0,0,0,0,0
3,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967,2,106,106,0.999958,7.626735,0,0,0,0,9582.791137,9,2,0.501792,0.085271,0.27907,0.012522,0.164922,0.030303,106.035714,0,0,0,0,0,0,0,9581.255287,0,0,0,0,0,0,0,0,0.428571,0.555556,0.111111,0.111111,0.125,0,0,0,0,0,0,0,0
1,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980,2,1,1,1.000016,0.000049,0,0,0,0,15466.76739,6,1,1,0.285714,0.375,0.125,0.057854,0.125,1.5,0,0,0,0,0,0,0,15466.76739,0,0,0,0,0,0,0,0,0.105263,0.2,0.05,0.05,0.071429,0,0,0,0,0,0,0,0
22383,?,?,?,0,0,1,0,1,0,1,0,0,0,0,0,0,0,249,1,0,1,0.999452,0.000082,0,1,0,0,11576.92677,0,1,0,1,1,1,0.092158,1,1,0,0,0,0,0,0,0,11576.92677,0,0,0,0,0,0,0,0,0.222222,0.3,0.1,0.1,0.111111,0,0,0,0,0,0,0,0
22878,?,?,?,0,0,71,0,1,0,1,0,0,0,0,0,0,0,414,10,0,71,0.981137,88.960779,0,0,0,0,7793.939791,0,1,0,1,1,1,0.072036,1,1,0,0,0,0,0,0,0,7452.202217,0,0,0,0,0,0,0,0,0.075472,0.25,0.017857,0.017857,0.045455,0,0,0,0,0,0,0,0
376,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159,1,0,10,0.998275,34.049797,0,0,0,0,13056.12043,0,1,0,1,1,1,0.063456,1,1,0,0,0,0,0,0,0,12984.51595,0,0,0,0.090909,0.181818,0,0.272727,0,0.285714,0.375,0.125,0.125,0.125,0,0,0,0,0,0,0,0
1828,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5362,28,0,0,1.000024,0,0,0,0,0,17524.52166,0,1,0,1,1,1,0.064144,1,1,0,0,0,0,0,0,0,17524.52166,0,0,0,0,0,0,0,0,0.064748,0.455782,0.210884,0.006803,0.029412,0,0,0,0,0,0,0,0
17,?,?,?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,212,7,154,35,1.043642,-0.143387,0,1,1,0,5390.803989,16,3,0.611708,0.059343,0.309069,0.070406,0.105606,0.018868,154.008929,0,0.006452,0,0,0,0.012903,0.019355,5673.868883,0,0,0,0,0,0,0,0,0.114286,0.289474,0.026316,0.026316,0.052632,0,0,0,0,0,0,0,0
1,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,16,2,0,1.000702,0.000015,0,0,0,0,14361.85802,6,1,1,0.25,0.357143,0.071429,0.061709,0.090909,2.333333,0,0,0,0,0,0,0,14368.68109,0,0,0,0,0,0,0,0,0.02439,0.228916,0.024096,0.012048,0.047619,0.052632,0,0,0,0,0,0.052632,0
8228,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,23,31,221,0.885637,563.66326,0,0,0,0,5743.644062,10,2,0.707447,0.021505,0.185185,0.005291,0.063774,0.043478,31.038462,0,0,0,0,0,0,0,5024.840926,0,0,0,0,0,0,0,0,0.100917,0.638655,0.361345,0.008403,0.027027,0,0,0,0,0,0,0,0
1,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0.999562,0,0,0,0,0,2074.275044,0,1,0,1,1,1,0.047807,1,1,0,0,0,0,0,0,0,2074.275044,0,0,0,0,0,0,0,0,0.2,0.4,0.2,0.2,0.2,0,0,0,0,0,0,0,0
3220,?,?,?,0,0,1,0,1,0,1,0,0,0,0,0,0,0,618,5,0,1,0.999763,0.000016,0,1,0,0,8583.957439,0,1,0,1,1,1,0.094041,1,1,0,0,0,0,0,0,0,8583.957439,0,0,0,0,0,0,0,0,0.0625,0.212121,0.030303,0.030303,0.055556,0,0,0,0,0,0,0,0
11593,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32,111,0,1.296875,-0.625313,0,0,0,0,884.55834,10,2,0.574919,0.016502,0.274797,0.079675,0.054765,0.026316,111.015152,0,0,0,0,0,0,0,1018.126077,0,0,0,0,0,0,0,0,0.099415,0.28877,0.026738,0.010695,0.027027,0,0,0,0,0,0,0,0
4793,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1460,18,0,43,0.994745,77.007343,0,0,0,0,20408.27809,0,1,0,1,1,1,0.055374,1,1,0,0,0,0,0,0,0,20218.44482,0,0,0,0,0,0,0,0,0.008772,0.166667,0.008772,0.008772,0.043478,0,0.047619,0,0,0,0,0.047619,0
216,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5628,23,2,2,1.000066,9.718009,0,1,0,0,38411.53986,4,1,1,0.375,0.5,0.1,0.063403,0.125,2.333333,0,0,0,0,0,0,0,38406.78329,0,0,0,0,0,0,0,0,0.103774,0.62931,0.344828,0.008621,0.027778,0,0,0,0,0,0,0,0
1,?,?,?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,1,1,1,1.00656,-0.038106,0,0,0,0,468.447262,10,1,0.909091,0.083333,0.166667,0.083333,0.099628,0.125,1.5,0,0,0,0,0,0,0,468.447262,0,0,0,0,0,0,0,0,0.181818,0.25,0.083333,0.083333,0.111111,0,0,0,0,0,0,0,0
4606,?,?,?,0,0,20,0,1,0,1,0,0,0,0,0,0,0,255,2,0,20,0.987503,87.557601,0,1,0,0,4381.765395,0,1,0,1,1,1,0.062764,1,1,0,0,0,0,0,0,0,4262.108598,0,0,0,0,0,0,0,0,0.133333,0.25,0.0625,0.0625,0.1,0,0,0,0,0,0,0,0
5699,?,?,?,0,0,3,0,1,0,1,0,0,0,0,0,0,0,264,2,0,3,0.997462,0.000214,0,0,0,0,4693.32912,0,1,0,1,1,1,0.045519,1,1,0,0,0,0,0,0,0,4680.69335,0,0,0,0,0,0,0,0,0.125,0.235294,0.058824,0.058824,0.083333,0,0,0,0,0,0,0,0
2,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2,38,40,0.999877,-0.007318,0,0,0,0,2661.850501,16,1,0.561538,0.043825,0.245211,0.061303,0.205117,0.032258,38.071429,0,0,0,0,0,0,0,2647.01789,0,0,0,0,0,0,0,0,0.222222,0.4,0.1,0.1,0.125,0,0,0,0,0,0,0,0
8,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,26,55,3,1.081009,12.757363,0,0,0,0,2103.163304,13,2,0.61747,0.109635,0.312312,0.051051,0.055194,0.027027,55.04,0,0,0,0,0,0,0,2150.877564,0,0,0,0,0,0,0,0,0.141667,0.625,0.316176,0.007353,0.025,0,0,0,0,0,0,0,0
2,?,?,?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,94,4,2,0,1.00525,-0.022463,0,1,0,0,2165.364588,14,2,1,0.15,0.227273,0.045455,0.048256,0.071429,2.333333,0,0,0,0,0,0,0,2166.057735,0,0,0,0,0,0,0,0,0.105263,0.3,0.05,0.05,0.071429,0,0,0,0,0,0,0,0
90240,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,4,0,0,1.000209,0,0,0,0,0,6856.085976,0,1,0,1,1,1,0.153613,1,1,0,0,0,0,0,0,0,6856.085976,0,0,0,0,0,0,0,0,0.096774,0.212121,0.030303,0.030303,0.052632,0,0,0,0,0,0,0,0
57625,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,2,0,0,1.000141,0,0,0,0,0,3484.288838,0,1,0,1,1,1,0.065895,1,1,0,0,0,0,0,0,0,3484.288838,0,0,0,0,0,0,0,0,0.153846,0.285714,0.071429,0.071429,0.083333,0,0,0,0,0,0,0,0
96490,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,2,3,0,1.002966,-0.004824,0,1,0,0,5488.797705,14,1,0.961538,0.12,0.222222,0.037037,0.05351,0.0625,3.25,0,0,0,0,0,0,0,5498.408114,0,0,0,0,0,0,0,0,0.1,0.3,0.1,0.1,0.111111,0,0,0,0,0,0,0,0
40968,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,1,0,23,0.987673,51.373292,0,0,0,0,5071.926175,0,1,0,1,1,1,0.13782,1,1,0,0,0,0,0,0,0,4963.288327,0,0,0,0,0,0,0,0,0.166667,0.230769,0.076923,0.076923,0.076923,0,0,0,0,0,0,0,0
0,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973,7,1,1,1,0.000141,0,0,0,0,9188.776411,8,1,1,0.1,0.2,0.1,0.1,0.125,1.5,0,0,0,0,0,0,0,9188.776411,0,0,0,0,0,0,0,0,0.069767,0.311111,0.111111,0.022222,0.045455,0,0,0,0,0,0,0,0
139616,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2,0,19,0.974002,78.302183,0,0,0,0,2047.15598,0,1,0,1,1,1,0.099977,1,1,0,0,0,0,0,0,0,1936.332875,0,0,0,0,0.05,0,0.05,0,0.133333,0.25,0.0625,0.0625,0.076923,0,0,0,0,0,0,0,0
3205,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,14,0,2,0.994189,0.002452,0,0,0,0,819.306364,0,1,0,1,1,1,0.123904,1,1,0,0,0,0,0,0,0,813.788911,0,0,0,0,0,0,0,0,0.186813,0.373832,0.093458,0.009346,0.028571,0,0,0,0,0,0,0,0
0,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,1,1,1,1.000227,6.466197,0,0,0,0,1734.063081,6,1,1,0.285714,0.375,0.125,0.11849,0.125,1.5,0,0,0,0,0,0,0,1734.063081,0,0,0,0,0,0,0,0,0.25,0.333333,0.111111,0.111111,0.111111,0,0,0,0,0,0,0,0
4848,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,1,6,0,1.011337,-0.021869,0,0,0,0,1332.176973,11,2,0.926829,0.102564,0.261905,0.047619,0.137085,0.055556,6.142857,0,0,0,0,0,0,0,1353.695037,0,0,0,0,0,0,0,0,0.285714,0.375,0.125,0.125,0.125,0,0,0,0,0,0,0,0
708,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,17,0,12,0.983756,40.153617,0,0,0,0,2272.877783,0,1,0,1,1,1,0.111559,1,1,0,0,0,0,0,0,0,2211.733653,0,0,0,0,0,0,0,0,0.0625,0.227723,0.009901,0.009901,0.04,0,0,0,0,0,0,0,0
15,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,8,0,1.286738,-0.268423,0,1,0,0,41.914456,11,3,0.833333,0.24,0.327869,0.016393,0.047354,0.04,8.125,0,0,0,0,0,0,0,53.241328,0,0,0,0,0,0,0,0,0.083333,0.25,0.083333,0.083333,0.111111,0,0,0,0,0,0,0,0
2,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832,1,9,0,1.006127,0.000731,0,0,0,0,4356.377251,8,2,0.934783,0.116279,0.510638,0.234043,0.104272,0.04,9.1,0,0,0,0,0,0,0,4404.243283,0,0,0,0,0,0,0,0,0.222222,0.3,0.1,0.1,0.125,0,0,0,0,0,0,0,0
2,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843,1,0,0,1,0,0,0,0,0,8374.650824,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,8374.650824,0,0,0,0,0,0,0,0,0.4,0.5,0.166667,0.166667,0.166667,0,0,0,0,0,0,0,0
2,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,2,0.981781,3.638317,0,0,0,0,254.517887,0,1,0,1,1,1,0.05567,1,1,0,0,0,0,0,0,0,254.517887,0,0,0,0,0,0,0,0,0.071429,0.172414,0.034483,0.034483,0.0625,0,0,0,0,0,0,0,0
1573,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,1,0,0,1.000743,0,0,0,0,0,6072.327565,0,1,0,1,1,1,0.107523,1,1,0,0,0,0,0,0,0,6072.327565,0,0,0,0,0,0,0,0,0.25,0.333333,0.111111,0.111111,0.111111,0,0,0,0,0,0,0,0
184,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1127,1,2,0,1.000165,-0.002751,0,0,0,0,14008.47026,5,1,1,0.1,0.5,0.3,0.126908,0.111111,2.333333,0,0,0,0,0,0,0,14009.16341,0,0,0,0,0,0,0,0,0.285714,0.375,0.125,0.125,0.125,0,0,0,0,0,0,0,0
126,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,30,1,0,1.000776,-0.005431,0,0,0,0,3699.845353,4,1,1,0.166667,0.333333,0.166667,0.093571,0.166667,1.5,0,0,0,0,0,0,0,3699.845353,0,0,0,0,0,0,0,6,0.085366,0.322034,0.079096,0.00565,0.025641,0.030303,0,0,0,0,0,0.030303,0
5436,?,?,?,0,0,10,0,1,0,1,0,0,0,0,0,0,0,1164,12,0,7,0.998625,16.638026,0,1,0,0,11659.38112,0,1,0,1,1,1,0.074684,1,1,0,0,0,0,0,0,0,11620.99358,0,0,0,0,0,0,0,0,0.031746,0.21875,0.015625,0.015625,0.05,0,0,0,0,0,0,0,0
4,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,64,0,2.288809,-2.004947,0,0,0,0,76.302413,11,2,0.65043,0.050898,0.231429,0.002857,0.037855,0.029412,64.022727,0,0,0,0,0,0,0,109.142484,0,0,0,0,0,0,0,0,0.0625,0.236559,0.005376,0.010753,0.032258,0,0,0,0,0,0,0,0
5,?,?,?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4164,22,6,3,1.001399,8.111914,0,0,0,0,9518.251837,9,2,0.82,0.130435,0.235294,0.019608,0.078757,0.058824,6.2,0,0,0,0,0,0,0,9518.429283,0,0,0,0,0,0,0,0,0.039063,0.204545,0.007576,0.007576,0.041667,0,0,0,0,0,0,0,0
97,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1619,31,0,0,1.000117,0,0,1,0,0,14822.53049,0,1,0,1,1,1,0.05103,1,1,0,0,0,0,0,0,0,14822.53049,0,0,0,0,0,0,0,0,0.156716,0.435065,0.103896,0.006494,0.025,0,0,0,0,0,0,0,0
7,?,?,?,0,0,9,0,1,0,1,0,0,0,0,0,0,0,1957,9,0,9,0.998341,8.784926,0,0,0,0,12442.12207,0,1,0,1,1,1,0.087444,1,1,0,0,0,0,0,0,0,12412.5618,0,0,0,0,0,0,0,0,0.044444,0.23913,0.021739,0.021739,0.055556,0,0,0,0,0.083333,0,0.083333,0
